Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam NL;Ruimtenaam EN;Soort studieplek;Email adres gebouw;Email adres onderwijszaal;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00134;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.780;F 278;F 278;WEKZITKAMER;Instruction room;informeel zitje;Building-22@tudelft.nl;;52.000576;4.374350;C;4;0;0;0;0;4;0;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00135;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;3e verdieping;22.00.03.040;F 304;F 304;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-22@tudelft.nl;;52.001374;4.373798;A;48;6;8;32;16;0;24;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;ja;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00136;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;3e verdieping;22.00.03.040;F 304;F 304;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-22@tudelft.nl;;52.001374;4.373798;A;9;6;1;7;2;0;6;1;stil;nee;nee;ja (>/= 1 pp);nee;nee;ja;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00137;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;3e verdieping;22.00.03.050;F 305;F 305;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-22@tudelft.nl;;52.001374;4.373798;A;32;4;8;22;10;0;16;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;ja;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00138;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;3e verdieping;22.00.03.250;F 325;F 325;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001226;4.373895;C;15;2;6;0;12;3;4;1;rustig;nee;ja;nee;nee;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00139;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;3e verdieping;22.00.03.750;F 375;F 375;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000576;4.374350;C;18;2;6;0;13;5;5;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00140;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;4e verdieping;22.00.04.250;F 425;F 425;STUDIERUIMTE;Study Spot;onderwijsruimte;Building-22@tudelft.nl;Room-22.F.425@tudelft.nl;52.001226;4.373895;B;250;250;1;250;0;0;125;2;rustig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00141;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;23.00.00.200;HG 0.20;HG 0.20;GROTE COO-ZAAL;Hall;onderwijsruimte;Building-23@tudelft.nl;Room-23.HG.0.20@tudelft.nl;51.999561;4.375434;A;96;12;8;96;0;0;96;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00142;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;23.00.00.450;HG 0.45;HG 0.45;GANG;Corridor;concentratiestudieplek;Building-23@tudelft.nl;;51.999208;4.375291;A;48;8;6;48;0;0;48;1;stil;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00143;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;23.00.00.720;HG 0.72;HG 0.72;GROEPSRUIMTE;Group room;aanlandstudieplek;Building-23@tudelft.nl;;51.998427;4.375832;B;4;4;1;1;3;0;5;1;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00144;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;23.00.00.720;HG 0.72;HG 0.72;GROEPSRUIMTE;Group room;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.998427;4.375832;B;4;1;4;2;2;0;2;1;rustig;ja;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00145;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;23.00.00.740;HG 0.72.1;HG 0.72.1;STUDIERUIMTE;Study Spot;aanlandstudieplek;Building-23@tudelft.nl;;51.998427;4.375832;B;6;6;1;3;3;0;6;1;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00146;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;23.00.00.741;HG 0.72.2;HG 0.72.2;GROEPSRUIMTE;Group room;aanlandstudieplek;Building-23@tudelft.nl;;51.998427;4.375832;B;4;1;4;0;4;0;2;1;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00147;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.210;HG 1.21;HG 1.21;STUDIERUIMTE;Study Spot;onderwijsruimte;Building-23@tudelft.nl;Room-23.HG.1.21@tudelft.nl;51.999652;4.374984;A;20;20;1;20;0;0;20;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00148;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.270;HG 1.27;HG 1.27;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.999208;4.375291;B;72;12;6;0;72;6;25;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00149;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.270;HG 1.27;HG 1.27;GANG;Corridor;horecaplek;Building-23@tudelft.nl;;51.999208;4.375291;C;74;0;0;0;0;74;0;1;rustig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00150;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;tussenverdieping 1e;23.00.T1.420;HG 1.39.1;HG 1.39.1;STUDIERUIMTE;Study Spot;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.999058;4.375404;B;64;16;4;14;50;0;32;1;rustig;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00151;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.onbekend.001;HG 1.33/1.41;HG 1.33/1.41;Projectruimte;Project room;onderwijsruimte;Building-23@tudelft.nl;;51.999058;4.375404;B;115;23;5;115;0;0;56;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00152;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.770;HG 1.77;HG 1.77;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-23@tudelft.nl;;51.998191;4.376007;A;42;8;5;42;0;0;42;1;stil;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00153;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.770;HG 1.77;HG 1.77;STUDOC;Instruction room;concentratiestudieplek;Building-23@tudelft.nl;;51.998191;4.376007;A;21;21;1;21;0;0;21;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00154;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;tussenverdieping 1e;23.00.T1.760;HG 1.78;HG 1.78;STUDOC;Instruction room;concentratiestudieplek;Building-23@tudelft.nl;;51.998191;4.376007;A;26;3;8;26;0;0;26;1;stil;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00155;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.722;HG 1.81;HG 1.81;STUDIERUIMTE;Study Spot;aanlandstudieplek;Building-23@tudelft.nl;;51.998191;4.376007;B;10;2;5;10;0;0;10;1;rumoerig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00156;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.onbekend.002;HG 1.81G;HG 1.81G;STUDIERUIMTE;Study Spot;aanlandstudieplek;Building-23@tudelft.nl;;51.998191;4.376007;B;20;5;4;20;0;0;10;1;rumoerig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00157;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.720;HG 1.81.1;HG 1.81.1;GANG;Corridor;informeel zitje;Building-23@tudelft.nl;;51.998191;4.376007;C;8;1;8;0;0;8;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00158;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.930;HG 1.93;HG 1.93;WERKCOLLEGEZAAL;Instruction room;onderwijsruimte;Building-23@tudelft.nl;Room-23.HG.1.93@tudelft.nl;51.997993;4.376141;A;12;12;1;12;0;0;12;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00159;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.950;HG 1.95;HG 1.95;WERKCOLLEGEZAAL;Instruction room;onderwijsruimte;Building-23@tudelft.nl;Room-23.HG.1.95@tudelft.nl;51.997993;4.376141;B;48;24;2;0;48;0;24;2;rustig;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00160;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.970;HG 1.97;HG 1.97;WERKCOLLEGEZAAL;Instruction room;onderwijsruimte;Building-23@tudelft.nl;Room-23.HG.1.97@tudelft.nl;51.997993;4.376141;A;40;5;8;40;0;0;40;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00161;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.062;HG 2.04.2;HG 2.04.2;GANG;Corridor;informeel zitje;Building-23@tudelft.nl;;51.999490;4.375110;C;10;0;0;0;0;10;0;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00162;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.240;HG 2.26;HG 2.26;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.999058;4.375404;B;12;1;8;0;8;4;4;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00163;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.506;HG 2.39.5;HG 2.39.5;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;8;1;8;0;8;0;3;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00164;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.500;HG 2.50;HG 2.50;GANG;Corridor;aanlandstudieplek;Building-23@tudelft.nl;;51.998704;4.375644;B;8;1;8;8;0;8;2;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00165;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.550;HG 2.55;HG 2.55;GROEPSRUIMTE;Group room;groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;5;1;5;0;5;0;2;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00166;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.570;HG 2.57;HG 2.57;GROEPSRUIMTE;Group room;groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;8;2;4;0;8;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00167;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.590;HG 2.59;HG 2.59;GROEPSRUIMTE;Group room;groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;8;2;4;2;6;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00168;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.610;HG 2.61;HG 2.61;GROEPSRUIMTE;Group room;groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;8;1;8;0;8;0;2;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00169;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.630;HG 2.63;HG 2.63;GROEPSRUIMTE;Group room;groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;8;2;4;0;8;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00170;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.580;HG 2.64.7;HG 2.64.7;GANG;Corridor;aanlandstudieplek;Building-23@tudelft.nl;;51.998704;4.375644;B;7;1;7;0;7;0;2;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00171;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e  verdieping;23.00.02.705;HG 2.72.1;HG 2.72.1;GANG;Corridor;informeel zitje;Building-23@tudelft.nl;;51.998427;4.375832;C;5;0;0;0;0;5;0;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00172;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.707;HG 2.72.6;HG 2.72.6;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.998427;4.375832;B;10;1;10;0;10;0;4;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00173;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;3e verdieping;23.00.03.262;HG 3.06.2;HG 3.06.2;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.999490;4.375110;B;11;1;8;0;8;3;2;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00174;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;3e verdieping;23.00.03.242;HG 3.26;HG 3.26;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.999208;4.375291;B;4;2;2;0;4;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
