Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam NL;Ruimtenaam EN;Soort studieplek;Email adres gebouw;Email adres onderwijszaal;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep
SSP00193;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.600;A-0-600;A-0-600;HAL;Hall;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001879;4.369848;B;40;5;8;0;40;0;20;1;rumoerig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00194;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;Begane grond;32.01.00.600;A-0-600;A-0-600;HAL;Hall;horecaplek;Building-32@tudelft.nl;;52.001879;4.369848;C;44;12;4;0;44;0;12;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00195;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.600;A-0-600;A-0-600;HAL;Hall;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001879;4.369848;B;70;7;10;70;0;0;70;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00196;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.600;A-0-600;A-0-600;HAL;Hall;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001879;4.369848;B;36;9;4;0;0;36;18;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00197;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.801;A-0-801;A-0-801;HAL;Hall;informeel zitje;Building-32@tudelft.nl;;52.001677;4.369711;C;10;1;2;0;2;8;1;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;>25m;nee
SSP00198;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.808;A-0-808;A-0-808;HAL;Hall;informeel zitje;Building-32@tudelft.nl;;52.001677;4.369711;C;10;4;4;0;10;0;3;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00199;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.100;A-0-100;A-0-100;RESTAURANT;Restaurant;horecaplek;Building-32@tudelft.nl;;52.001440;4.369694;C;40;10;4;0;40;0;10;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00200;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.100;A-0-100;A-0-100;RESTAURANT;Restaurant;horecaplek;Building-32@tudelft.nl;;52.001440;4.369694;C;40;10;4;0;40;0;10;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00201;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.100;A-0-100;A-0-100;RESTAURANT;Restaurant;horecaplek;Building-32@tudelft.nl;;52.001440;4.369694;C;68;20;2;0;34;18;18;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;>25m;nee
SSP00202;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.100;A-0-100;A-0-100;RESTAURANT;Restaurant;horecaplek;Building-32@tudelft.nl;;52.001440;4.369694;C;48;0;0;0;0;48;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00203;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;kelder;32.03.K1.010;C-K-010;C-K-010;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-32@tudelft.nl;;52.001696;4.368919;A;24;3;8;24;0;0;24;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00204;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.860;2.86;2.86;BIO;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002437;4.375626;B;6;1;6;6;0;0;4;1;rustig;ja;ja;ja (>/= 1 pp);nee;nee;nee;nee;ja;>25m;0-25m;>25m;nee
SSP00205;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.050;1.05;1.05;BLAUWE ZAAL;Instruction room;concentratiestudieplek;Building-21@tudelft.nl;;52.002812;4.375346;A;32;16;2;30;2;0;16;2;stil;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;>25m;nee
SSP00206;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.720;1.72;1.72;CURIE;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002437;4.375626;B;4;1;4;4;0;0;2;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;nee;nee;>25m;>25m;>25m;nee
SSP00207;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.700;1.70;1.70;EDISON;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002437;4.375626;B;4;1;4;4;0;0;2;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00208;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;2e verdieping;21.00.02.220;2.20;2.20;EDUCATION AREA;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002998;4.375912;B;51;17;3;0;51;0;35;1;stil;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00209;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.740;1.74;1.74;EINSTEIN;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002437;4.375626;B;8;4;4;0;8;6;4;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;ja;>25m;0-25m;>25m;nee
SSP00210;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.090;1.09;1.09;GLAZEN ZAAL;Instruction room;concentratiestudieplek;Building-21@tudelft.nl;;52.002941;4.375635;A;112;7;16;112;0;0;112;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00211;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.090;1.09;1.09;GLAZEN ZAAL;Instruction room;concentratiestudieplek;Building-21@tudelft.nl;;52.002941;4.375635;A;28;1;28;28;0;0;28;1;stil;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00212;21 - Library;21 - Library ;21 - Library;LIB;LIB;1e verdieping;21.00.01.010;1.01;1.01;HAL;Hall;aanlandstudieplek;Building-21@tudelft.nl;;52.002568;4.375236;B;37;10;4;0;37;0;10;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00213;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.010;1.01;1.01;HAL;Hall;aanlandstudieplek;Building-21@tudelft.nl;;52.002572;4.375644;B;24;6;4;24;0;0;12;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00214;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.010;1.01;1.01;HAL;Hall;aanlandstudieplek / groepswerkplek;Building-21@tudelft.nl;;52.002572;4.375644;B;64;12;2;0;12;48;24;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00215;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.010;1.01;1.01;HAL;Hall;informeel zitje;Building-21@tudelft.nl;;52.002378;4.375236;C;19;8;3;0;0;19;13;1;rustig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00216;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.010;1.01;1.01;HAL;Hall;aanlandstudieplek;Building-21@tudelft.nl;;52.002572;4.375644;B;10;1;10;0;10;0;4;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00217;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.010;1.01;1.01;HAL;Hall;aanlandstudieplek / groepswerkplek;Building-21@tudelft.nl;;52.002714;4.375651;B;74;27;3;0;74;0;27;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;>25m;nee
SSP00218;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.010;1.01;1.01;HAL;Hall;concentratiestudieplek;Building-21@tudelft.nl;;52.002839;4.375641;A;24;2;12;24;0;0;24;1;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;>25m;nee
SSP00219;21 - Library;21 - Library ;21 - Library;LIB;LIB;1e verdieping;21.00.01.010;1.01;1.01;HAL;Hall;aanlandstudieplek;Building-21@tudelft.nl;;52.002839;4.375641;B;24;2;12;24;0;0;24;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;>25m;nee
SSP00220;21 - Library;21 - Library ;21 - Library;LIB;LIB;1e verdieping;21.00.01.010;1.01;1.01;HAL;Hall;informeel zitje;Building-21@tudelft.nl;;52.002572;4.375644;C;4;1;4;4;0;2;2;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00221;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.060;1.06;1.06;HUISKAMER;HUISKAMER;horecaplek;Building-21@tudelft.nl;;52.002812;4.375346;C;29;10;4;0;5;28;8;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;>25m;nee
SSP00222;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.780;1.78;1.78;JOBS;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002437;4.375626;B;8;3;4;0;8;1;5;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;nee;ja;>25m;0-25m;>25m;nee
SSP00223;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.780;2.78;2.78;KANTOOR - KAMER;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00224;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.760;2.76;2.76;KANTOOR - KAMER;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;ja;nee;nee;>25m;0-25m;>25m;nee
SSP00225;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.740;2.74;2.74;KANTOOR - KAMER;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00226;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.720;2.72;2.72;KANTOOR - KAMER;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00227;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.700;2.70;2.70;KANTOOR - KAMER;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00228;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.860;1.86;1.86;KENNEDY;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002437;4.375626;B;6;1;6;6;0;0;2;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;nee;nee;>25m;0-25m;0-25m;nee
SSP00229;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;3e verdieping;21.00.03.010;3.01;3.01;LEESZAAL;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;56;8;7;0;56;0;24;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00230;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;3e verdieping;21.00.03.010;3.01;3.01;LEESZAAL;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;52;1;52;0;52;0;52;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00231;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;3e verdieping;21.00.03.010;3.01;3.01;LEESZAAL;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;26;1;26;0;26;0;26;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00232;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;4e verdieping;21.00.04.010;4.01;4.01;LEESZAAL;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;56;8;7;0;56;0;21;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00233;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;4e verdieping;21.00.04.010;4.01;4.01;LEESZAAL;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;45;1;45;0;45;0;45;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00234;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;4e verdieping;21.00.04.010;4.01;4.01;LEESZAAL;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;21;1;21;0;21;0;21;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00235;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.120;1.12;1.12;ORANJE ZAAL;Instruction room;concentratiestudieplek;Building-21@tudelft.nl;;52.002998;4.375912;A;53;16;3;0;53;0;26;2;stil;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00236;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.950;1.95;1.95;PROJECT ROOM - Australie;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002568;4.375236;B;8;1;8;8;0;2;4;1;rustig;ja;nee;ja (>/= 1 pp);ja;nee;ja;nee;ja;0-25m;0-25m;0-25m;nee
SSP00237;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.970;1.97;1.97;PROJECT ROOM - Europe;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002568;4.375236;B;8;1;8;8;0;2;4;1;rustig;ja;nee;ja (>/= 1 pp);ja;nee;ja;nee;ja;0-25m;0-25m;0-25m;nee
SSP00238;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.930;1.93;1.93;PROJECT ROOM - South America;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002568;4.375236;B;8;1;8;8;0;2;4;1;rustig;ja;nee;ja (>/= 1 pp);ja;nee;ja;nee;ja;0-25m;0-25m;0-25m;nee
SSP00239;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.960;1.96;1.96;RESTAURANT;Coffee corner;horecaplek;Building-21@tudelft.nl;;52.002568;4.375236;C;36;16;2;36;16;9;16;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00240;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;begane grond;21.00.00.060;0.06;0.06;RODE ZAAL;RODE ZAAL;concentratiestudieplek;Building-21@tudelft.nl;;52.002941;4.375635;A;38;1;38;38;0;0;38;1;stil;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00241;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;1e verdieping;21.00.01.820;1.82;1.82;STEIN;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002437;4.375626;B;8;1;8;8;0;0;4;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;nee;ja;>25m;0-25m;0-25m;nee
SSP00242;21 - Library;21 - Library ;21 - Library;LIB;LIB;3e verdieping;21.00.03.700;3.70;3.70;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;12;2;6;12;0;0;8;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00243;21 - Library;21 - Library ;21 - Library;LIB;LIB;3e verdieping;21.00.03.740;3.74;3.74;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;12;2;6;12;0;0;8;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;ja
SSP00244;21 - Library;21 - Library ;21 - Library;LIB;LIB;3e verdieping;21.00.03.780;3.78;3.78;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;9;2;5;9;0;0;6;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00245;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;5e verdieping;21.00.05.010;5.01;5.01;STUDY ROOM/AREA;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;36;6;6;0;36;0;18;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00246;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;5e verdieping;21.00.05.010;5.01;5.01;STUDY ROOM/AREA;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;45;1;45;0;45;0;45;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00247;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;6e verdieping;21.00.06.010;6.01;6.01;STUDY ROOM/AREA;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;16;4;4;0;16;0;8;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00248;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;6e verdieping;21.00.06.010;6.01;6.01;STUDY ROOM/AREA;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;46;1;46;0;46;0;46;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00249;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.800;2.80;2.80;SUN;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002437;4.375626;B;6;1;6;6;0;0;4;1;rustig;ja;ja;ja (>/= 1 pp);nee;nee;ja;nee;ja;>25m;0-25m;>25m;nee
SSP00250;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.820;2.82;2.82;WATER;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002437;4.375626;B;6;1;6;6;0;0;4;1;rustig;ja;ja;ja (>/= 1 pp);nee;nee;nee;nee;ja;>25m;0-25m;>25m;nee
SSP00251;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.840;2.84;2.84;WIND;Group room;groepswerkplek;Building-21@tudelft.nl;;52.002437;4.375626;B;6;1;6;6;0;0;4;1;rustig;ja;ja;ja (>/= 1 pp);nee;nee;nee;nee;ja;>25m;0-25m;>25m;nee
SSP00252;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;begane grond;62.00.00.070;0.07;0.07;COMPUTERZAAL 007;Instruction room;onderwijsruimte;Building-62@tudelft.nl;Room-62.0.07@tudelft.nl;51.990323;4.375541;B;74;74;1;74;0;0;74;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00253;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;1e verdieping;62.00.01.800;Gang;Gang;HAL;Corridor;aanlandstudieplek;Building-62@tudelft.nl;;51.990188;4.375309;B;16;16;1;0;0;0;16;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00254;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;begane grond;62.00.00.800;00.800;00.800;HAL;Corridor;informeel zitje;Building-62@tudelft.nl;;51.989906;4.375405;C;16;4;4;0;16;0;3;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00255;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;1e verdieping;62.00.01.800;LDV;LDV;HAL;LEONARDO DA VINCIPLEIN;informeel zitje;Building-62@tudelft.nl;;51.989906;4.375405;C;18;2;5;0;0;8;0;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00256;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;begane grond;62.01.00.005;NB 05;NB 05;RESTAURANT;Restaurant;horecaplek;Building-62@tudelft.nl;;51.990154;4.375934;C;117;35;3;27;76;14;52;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00257;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;begane grond;62.00.01.120;RES;RES;RESTAURANT;Restaurant;horecaplek;Building-62@tudelft.nl;;51.990154;4.375934;C;25;2;4;0;8;17;8;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00258;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;begane grond;62.00.00.510;0.51;0.51;STUDY ROOM/AREA;Study Spot;aanlandstudieplek / groepswerkplek;Building-62@tudelft.nl;;51.989906;4.375405;B;57;53;2;0;57;0;53;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00259;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;2e verdieping;33.01.02.700;Pulse;Pulse;BREAK OUT;BREAK OUT;onderwijsruimte;Building-33@tudelft.nl;Room-33.A2.700@tudelft.nl;52.001386;4.371317;B;40;0;0;0;40;0;20;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00260;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;1e verdieping;33.onbekend.009;Pulse;Pulse;COFFEE CORNER;Coffee corner;horecaplek;Building-33@tudelft.nl;;52.001472;4.370902;C;28;;;0;28;0;;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00261;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;2e verdieping;33.onbekend.014;Pulse;Pulse;COFFEE CORNER;Coffee corner;horecaplek;Building-33@tudelft.nl;;52.001472;4.370902;C;32;;;;32;0;;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00262;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;begane grond;33.onbekend.002;Pulse;Pulse;HAL;Hall;aanlandstudieplek / groepswerkplek;Building-33@tudelft.nl;;52.001472;4.370902;B;50;;;0;50;0;;1;rumoerig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00263;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;begane grond;33.01.00.300;Pulse;Pulse;HALL 1;HALL 1;onderwijsruimte;Building-33@tudelft.nl;Room-33.A0.300@tudelft.nl;52.001615;4.371323;B;126;63;2;0;126;0;63;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00264;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;2e verdieping;33.01.02.600;Pulse;Pulse;HALL 10;HALL 10;onderwijsruimte;Building-33@tudelft.nl;Room-33.A2.600@tudelft.nl;52.001589;4.371179;B;84;42;2;42;0;0;42;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00265;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;begane grond;33.01.00.500;Pulse;Pulse;HALL 2;HALL 2;onderwijsruimte;Building-33@tudelft.nl;Room-33.A0.500@tudelft.nl;52.001420;4.370702;B;104;52;2;104;0;0;52;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
