Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam;Soort studieplek;Email adres;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00240;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;tussenverdieping bg;190;A-1-190;A-1-190;ENTRESOL - werkplekken langs rand;aanlandplek;;52.001440;4.369694;B;45;2;20;45;0;0;45;1;rumoerig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00241;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;801;A-1-801;A-1-801;GANG - rand centrale hal;aanlandplek;;52.001429;4.369398;B;16;1;16;16;0;0;16;1;rumoerig;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00242;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;801;A-1-801;A-1-801;GANG;aanlandplek;;52.001429;4.369398;B;24;2;12;24;0;0;24;1;rumoerig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00243;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;kelder;804;A-K-804;A-K-804;GANG - tafels zijkant;aanlandplek;;52.001440;4.369694;B;12;2;6;0;12;0;8;1;rumoerig;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00244;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;280;B-1-280;B-1-280;PC ZAAL ZEBRA 1;onderwijsruimte;;52.002004;4.369926;A;45;45;1;45;0;0;45;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00245;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;280;B-1-280;B-1-280;PC ZAAL ZEBRA 1 - raamkant;onderwijsruimte;;52.002004;4.369926;B;6;2;3;6;0;0;6;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00246;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;360;B-1-360;B-1-360;PC ZAAL ZEBRA 2;onderwijsruimte;;52.002004;4.369926;A;28;28;1;28;0;0;28;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00247;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;360;B-1-360;B-1-360;PC ZAAL ZEBRA 2 - raamkant;onderwijsruimte;;52.002004;4.369926;B;8;8;1;0;0;0;8;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00248;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;380;B-1-380;B-1-380;PC ZAAL ZEBRA 3;onderwijsruimte;;52.002004;4.369926;A;26;26;1;26;0;0;26;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00249;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;380;B-1-380;B-1-380;PC ZAAL ZEBRA 3 - raamkant;onderwijsruimte;;52.002004;4.369926;B;9;9;1;0;0;0;9;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00250;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;kelder;010;C-K-010;C-K-010;STUDIERUIMTE;concentratiewerkplek;;52.001696;4.368919;A;24;3;8;24;0;0;24;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00251;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;040;D-0-040;D-0-040;PC ZAAL ENTER;onderwijsruimte;Room-32.D-0-040@tudelft.nl;52.001200;4.369870;A;76;19;4;76;0;0;76;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00252;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;120;D-0-120;D-0-120;PC ZAAL CTRL;onderwijsruimte;Room-32.D-0-120@tudelft.nl;52.001200;4.369870;A;76;19;4;76;0;0;76;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00253;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;160;D-0-160;D-0-160;PC ZAAL SHIFT;onderwijsruimte;Room-32.D-0-160@tudelft.nl;52.001200;4.369870;A;76;19;4;76;0;0;76;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00254;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;1e verdieping;070;1.070;1.070;GROEPSRUIMTE;onderwijsruimte;;;;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00255;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;1e verdieping;081;1.081;1.081;GROEPSRUIMTE;onderwijsruimte;;;;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00256;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;1e verdieping;082;1.082;1.082;GROEPSRUIMTE;onderwijsruimte;;;;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00257;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;1e verdieping;090;1.090;1.090;GROEPSRUIMTE;onderwijsruimte;;;;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00258;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;1e verdieping;100;1.100;1.100;GROEPSRUIMTE;onderwijsruimte;;;;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00259;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;1e verdieping;110;1.110;1.110;GROEPSRUIMTE;onderwijsruimte;;;;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00260;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;1e verdieping;120;1.120;1.120;GROEPSRUIMTE;onderwijsruimte;;;;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00261;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;1e verdieping;130;1.130;1.130;GROEPSRUIMTE;onderwijsruimte;;;;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00262;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;1e verdieping;800;1.800;1.800;GANG;aanlandplek;;;;B;30;10;2;0;16;14;14;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00263;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;1e verdieping;807;1.807;1.807;GANG;aanlandstudieplek / groepswerkplek;;;;B;18;2;9;0;18;0;18;1;rustig;nee;nee;ja (<1 pp);nee;nee;ja;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00264;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;begane grond;010;0.010;0.010;STUDIERUIMTE;onderwijsruimte;Room-35.0.010@tudelft.nl;;;B;56;14;3;42;0;0;28;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00265;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;begane grond;010;0.010;0.010;STUDIERUIMTE;onderwijsruimte;Room-35.0.010@tudelft.nl;;;A;56;28;2;53;0;0;56;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00266;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;Drebbelweg;Drebbelweg;begane grond;011;0.011;0.011;STUDIERUIMTE;onderwijsruimte;Room-35.0.011@tudelft.nl;;;B;6;6;1;4;2;0;6;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00267;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;1e verdieping;320;A-1-320;A-1-320;WACHTRUIMTE;informeel zitje;;;;C;12;3;4;0;13;4;3;1;rustig;nee;nee;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00268;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;1e verdieping;010;C-1-010;C-1-010;STUDIERUIMTE - werkplekken bij raam;aanlandstudieplek / groepswerkplek;;;;B;16;16;1;0;16;0;16;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00269;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;tussenverdieping 1e;010;C-T1-010;C-T1-010;STUDIERUIMTE;aanlandplek;;;;B;16;16;1;0;16;0;16;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00270;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;1e verdieping;801;C-1-801;C-1-801;STUDIERUIMTE - groepsplekken;aanlandstudieplek / groepswerkplek;;;;B;72;9;8;0;72;0;36;1;rustig;nee;ja;ja (>/= 1 pp);ja;nee;ja;nee;nee;>25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00271;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;1e verdieping;806;E-1-806;E-1-806;STUDIERUIMTE;aanlandstudieplek / groepswerkplek;;;;B;72;9;8;0;72;0;36;1;rustig;nee;ja;ja (>/= 1 pp);ja;nee;ja;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00272;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;1e verdieping;450;E-1-450;E-1-450;STUDIERUIMTE;aanlandplek;;;;B;16;1;16;16;0;0;16;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00273;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;tussenverdieping 1e;450;E-T1-450;E-T1-450;STUDIERUIMTE;aanlandplek;;;;B;16;1;16;16;0;0;16;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00274;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;1e verdieping;801;F-1-801;F-1-801;GANG;aanlandstudieplek / groepswerkplek;;;;B;5;1;5;0;5;0;2;1;rustig;nee;nee;ja (<1 pp);nee;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00275;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;4e verdieping;180;C-4-180;C-4-180;STUDIERUIMTE;concentratiewerkplek;;;;A;80;16;5;80;0;0;80;1;stil;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00276;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;4e verdieping;330;C-4-330;C-4-330;GROEPSRUIMTE;groepswerkplek;;;;B;5;1;5;5;0;0;5;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;>25m;>25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00277;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;4e verdieping;340;C-4-340;C-4-340;GROEPSRUIMTE;groepswerkplek;;;;B;5;1;5;5;0;0;5;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;>25m;>25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00278;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;4e verdieping;180;E-4-180;E-4-180;STUDIERUIMTE;concentratiewerkplek;;;;A;80;16;5;80;0;0;80;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00279;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;4e verdieping;330;E-4-330;E-4-330;GROEPSRUIMTE;groepswerkplek;;;;B;5;1;5;5;0;0;5;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00280;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;4e verdieping;340;E-4-340;E-4-340;GROEPSRUIMTE;groepswerkplek;;;;B;5;1;5;5;0;0;5;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00281;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;805;A-0-805;A-0-805;GANG - groepsplekken;aanlandstudieplek / groepswerkplek;;;;B;105;15;7;0;105;7;60;1;rumoerig;nee;ja;ja (>/= 1 pp);ja;nee;ja;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00282;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;150;B-0-150;B-0-150;STUDIERUIMTE - zitplek;aanlandstudieplek / groepswerkplek;;;;B;48;6;8;0;48;0;24;1;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00283;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;170;B-0-170;B-0-170;GROEPSRUIMTE;groepswerkplek;;;;B;8;1;8;0;8;0;4;1;rustig;ja;nee;ja (>/= 1 pp);ja;nee;ja;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00284;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;180;B-0-180;B-0-180;STUDIERUIMTE - groepsplekken;aanlandstudieplek / groepswerkplek;;;;B;48;6;8;0;48;0;24;1;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00285;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;010;C-0-010;C-0-010;STUDIERUIMTE - studieplekken;aanlandstudieplek / groepswerkplek;;;;B;104;13;8;0;104;0;52;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;ja;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00286;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;010;C-T0-010;C-T0-010;STUDIERUIMTE;concentratiewerkplek;;;;A;16;1;16;16;0;0;16;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00287;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;400;E-0-400;E-0-400;STUDIERUIMTE - groepsplekken;aanlandstudieplek / groepswerkplek;;;;B;64;8;8;0;64;0;32;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;ja;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
